loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,ra,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate,pl_facility,fst_logg
2941,Kepler-428,b,Kepler-428 b,Transit,0,1,3.52563254,0.0433,0.22,89.36,1.27,1.08,1.02,0,1,0,290.581722,40.5774,720,15.405,V (Johnson),5150,0.87,0.8,03-10-2014,Kepler,4.57
2942,Kepler-43,b,Kepler-43 b,Transit,0,1,3.0240949,0.046,81.36928188,84.646,3.23,1.219,5,0,1,0,285.240856,46.668255,1035.9,13.958,Kepler-band,6041,1.32,1.42,15-10-2015,Kepler,4.26
2943,Kepler-430,b,Kepler-430 b,Transit,0,2,35.968,0.2244,142.6929525,120.8056217,236.7515642,0.29,249.3209904,0,1,0,292.808636,49.579445,942.26,13.848,Kepler-band,5884,1.17,1.49,19-11-2014,Kepler,4.15
2944,Kepler-430,c,Kepler-430 c,Transit,0,2,110.979,0.4757,142.4228935,134.6939871,148.0479433,0.16,129.5460899,0,1,0,292.808636,49.579445,942.26,13.848,Kepler-band,5884,1.17,1.49,19-11-2014,Kepler,4.15
2945,Kepler-431,b,Kepler-431 b,Transit,0,3,6.803,0.0719,42.4289938,75.0343701,170.8246413,0.068,51.13985499,0,1,0,281.112335,43.227789,493.44,11.973,Kepler-band,6004,1.07,1.09,19-11-2014,Kepler,4.4
2946,Kepler-431,c,Kepler-431 c,Transit,0,3,8.703,0.0847,286.2248513,187.7136256,25.97101252,0.06,298.4818687,0,1,0,281.112335,43.227789,493.44,11.973,Kepler-band,6004,1.07,1.09,19-11-2014,Kepler,4.4
2947,Kepler-431,d,Kepler-431 d,Transit,0,3,11.922,0.1045,51.82531007,249.9585497,9.719827536,0.1,80.23951707,0,1,0,281.112335,43.227789,493.44,11.973,Kepler-band,6004,1.07,1.09,19-11-2014,Kepler,4.4
2948,Kepler-432,b,Kepler-432 b,Transit,0,2,52.501129,0.301,0.5134,88.17,5.41,1.145,4.46,0,1,0,293.282206,48.2859,870,12.465,V (Johnson),4995,1.32,4.06,30-04-2015,Kepler,3.35
2949,Kepler-432,c,Kepler-432 c,Radial Velocity,0,2,406.2,184.6707329,0.498,98.24027001,2.43,290.9146398,226.1239919,0,1,0,293.282206,48.2859,870,12.465,V (Johnson),4995,1.32,4.06,30-04-2015,Fred Lawrence Whipple Observatory,3.35
2950,Kepler-433,b,Kepler-433 b,Transit,0,1,5.33408384,0.0679,0.119,89.21,2.82,1.45,1.13,0,1,0,297.593651,40.977268,1870,14.463,Kepler-band,6360,1.46,2.26,14-01-2015,Kepler,3.89
2951,Kepler-434,b,Kepler-434 b,Transit,0,1,12.8747099,0.1143,0.131,86.46,2.86,1.13,2.4,0,1,0,293.586381,42.928913,1240,14.517,Kepler-band,5977,1.2,1.38,14-01-2015,Kepler,4.24
2952,Kepler-435,b,Kepler-435 b,Transit,0,1,8.6001536,0.0948,0.114,85.51,0.84,1.99,0.131,0,1,0,292.287328,43.197281,2070,13.643,Kepler-band,6161,1.54,3.21,14-01-2015,Kepler,3.61
2953,Kepler-436,b,Kepler-436 b,Transit,0,2,64.00205,0.339,0.19,89.93,277.9378639,0.24,146.7317419,0,1,0,301.720753,44.412063,618,15.856,Kepler-band,4651,0.73,0.7,06-01-2015,Kepler,4.62
2954,Kepler-436,c,Kepler-436 c,Transit,0,2,16.79713874,83.46900428,209.514694,313.7632194,149.3402917,0.208,5.050934473,0,1,0,301.720753,44.412063,618,15.856,Kepler-band,4651,0.73,0.7,10-05-2016,Kepler,4.62
2955,Kepler-437,b,Kepler-437 b,Transit,0,1,66.65062,0.288,0.02,89.9,201.1925032,0.19,213.9508216,0,1,0,297.347393,44.026947,417,14.352,Kepler-band,4551,0.71,0.68,06-01-2015,Kepler,4.63
2956,Kepler-438,b,Kepler-438 b,Transit,0,1,35.23319,0.166,0.03,89.86,264.3275383,0.1,163.7382818,0,1,0,281.645806,41.951092,145,14.467,Kepler-band,3748,0.54,0.52,06-01-2015,Kepler,4.74
2957,Kepler-439,b,Kepler-439 b,Transit,0,1,178.1396,0.563,0.03,89.95,86.28620843,0.2,283.3337592,0,1,0,280.801566,44.033994,693,14.56,Kepler-band,5431,0.88,0.87,06-01-2015,Kepler,4.51
2958,Kepler-44,b,Kepler-44 b,Transit,0,1,3.2467293,0.0446,0.066,84.96,1,1.09,0.93,0,1,0,300.102352,45.762142,1229.15,14.678,Kepler-band,5800,1.12,1.35,29-01-2015,Kepler,4.22
2959,Kepler-440,b,Kepler-440 b,Transit,0,1,101.11141,0.242,0.34,89.93,192.4891722,0.17,202.0875429,0,1,0,285.349952,41.452206,261,15.134,Kepler-band,4134,0.57,0.56,06-01-2015,Kepler,4.71
2960,Kepler-441,b,Kepler-441 b,Transit,0,1,207.2482,0.64,0.1,89.97,26.58186471,0.15,20.4517225,0,1,0,284.566904,49.012546,284,15.142,Kepler-band,4340,0.57,0.55,06-01-2015,Kepler,4.71
2961,Kepler-442,b,Kepler-442 b,Transit,0,1,112.3053,0.409,0.04,89.94,69.25665736,0.12,297.7889385,0,1,0,285.366589,39.280081,342,14.976,Kepler-band,4402,0.61,0.6,06-01-2015,Kepler,4.67
2962,Kepler-443,b,Kepler-443 b,Transit,0,1,177.6693,0.495,0.11,89.94,256.4243886,0.21,3.056201754,0,1,0,288.610544,49.968632,779,15.891,Kepler-band,4723,0.74,0.71,06-01-2015,Kepler,4.61
2963,Kepler-444,b,Kepler-444 b,Transit,0,5,3.6001053,0.04178,0.16,88,83.22074978,0.036,231.8591748,0,1,0,289.752289,41.634605,36.48,8.88,V (Johnson),5046,0.76,0.75,29-01-2015,Kepler,4.56
2964,Kepler-444,c,Kepler-444 c,Transit,0,5,4.5458841,0.04881,0.31,88.2,116.8674032,0.044,60.70073182,0,1,0,289.752289,41.634605,36.48,8.88,V (Johnson),5046,0.76,0.75,29-01-2015,Kepler,4.56
2965,Kepler-444,d,Kepler-444 d,Transit,0,5,6.189392,0.06,0.18,88.16,250.0033096,0.047,37.85511242,0,1,0,289.752289,41.634605,36.48,8.88,V (Johnson),5046,0.76,0.75,29-01-2015,Kepler,4.56
2966,Kepler-444,e,Kepler-444 e,Transit,0,5,7.743493,0.0696,0.1,89.13,10.36451016,0.049,260.6147746,0,1,0,289.752289,41.634605,36.48,8.88,V (Johnson),5046,0.76,0.75,29-01-2015,Kepler,4.56
2967,Kepler-444,f,Kepler-444 f,Transit,0,5,9.740486,0.0811,0.29,87.96,230.309828,0.066,326.914472,0,1,0,289.752289,41.634605,36.48,8.88,V (Johnson),5046,0.76,0.75,29-01-2015,Kepler,4.56
2968,Kepler-445,b,Kepler-445 b,Transit,0,3,2.984151,207.7719585,0,89.74,39.18183515,0.14,217.2575624,0,1,0,298.736067,46.498552,90,17.475,Kepler-band,3157,0.18,0.21,14-01-2015,Kepler,4.83
2969,Kepler-445,c,Kepler-445 c,Transit,0,3,4.871229,38.60487546,0,89.91,165.5238793,0.22,91.21286155,0,1,0,298.736067,46.498552,90,17.475,Kepler-band,3157,0.18,0.21,14-01-2015,Kepler,4.83
2970,Kepler-445,d,Kepler-445 d,Transit,0,3,8.15275,38.24626989,0,89.61,8.531175674,0.11,293.8088154,0,1,0,298.736067,46.498552,90,17.475,Kepler-band,3157,0.18,0.21,14-01-2015,Kepler,4.83
2971,Kepler-446,b,Kepler-446 b,Transit,0,3,1.565409,111.6601524,0,87.42,266.0462752,0.13,152.9276278,0,1,0,282.250207,44.921102,120,16.257,Kepler-band,3359,0.22,0.24,14-01-2015,Kepler,4.87
2972,Kepler-446,c,Kepler-446 c,Transit,0,3,3.036179,274.3077369,0,88.97,200.5958758,0.1,259.2209002,0,1,0,282.250207,44.921102,120,16.257,Kepler-band,3359,0.22,0.24,14-01-2015,Kepler,4.87
2973,Kepler-446,d,Kepler-446 d,Transit,0,3,5.148921,316.1801671,0,88.72,234.8297854,0.12,169.4602816,0,1,0,282.250207,44.921102,120,16.257,Kepler-band,3359,0.22,0.24,14-01-2015,Kepler,4.87
2974,Kepler-447,b,Kepler-447 b,Transit,0,1,7.79430132,0.0769,0.123,86.55,1.37,1.65,0.4,0,1,0,285.268586,48.560013,270.12,12.394,Kepler-band,5493,1,1.05,19-02-2015,Kepler,4.4
2975,KOI-12,c,Kepler-448 c,Transit Timing Variations,0,2,2500,4.2,0.65,211.2737496,22,132.8874983,256.6084292,0,1,0,297.453731,41.010991,403.99,11.353,Kepler-band,74.41321654,1.5,1.4,07-11-2019,Kepler,4.34
2976,Kepler-449,b,Kepler-449 b,Transit,0,2,12.58242,249.4934756,0.03,146.86636,118.6705616,0.183,9.370100282,0,1,0,293.732821,41.900829,279,11.411,Kepler-band,296.6054689,0.97,1.47,21-05-2015,Kepler,4.09
2977,Kepler-449,c,Kepler-449 c,Transit,0,2,33.6727,263.1070785,0.05,197.1390298,319.3300068,0.247,26.56634136,0,1,0,293.732821,41.900829,279,11.411,Kepler-band,105.0537173,0.97,1.47,21-05-2015,Kepler,4.09
2978,Kepler-45,b,Kepler-45 b,Transit,0,1,2.455239,0.03,0.11,87,0.505,0.96,0.8,0,1,0,292.8729,41.064261,333,16.88,V (Johnson),3820,0.59,0.55,14-05-2014,Kepler,4.7
2979,Kepler-450,b,Kepler-450 b,Transit,0,3,28.454851,282.1249356,0.02,243.7421403,178.1858272,0.548,208.3927848,0,1,0,295.486509,51.0135,462,11.684,Kepler-band,112.5899858,1.35,1.57,21-05-2015,Kepler,4.17
2980,Kepler-450,c,Kepler-450 c,Transit,0,3,15.413135,317.7067243,0.02,30.29766261,177.0971114,0.234,14.58844872,0,1,0,295.486509,51.0135,462,11.684,Kepler-band,53.78536661,1.35,1.57,21-05-2015,Kepler,4.17
2981,Kepler-450,d,Kepler-450 d,Transit,0,3,7.51464,244.3489527,0.14,212.7595304,246.0358085,0.075,107.2174672,0,1,0,295.486509,51.0135,462,11.684,Kepler-band,160.2725919,1.35,1.57,21-05-2015,Kepler,4.17
2982,Kepler-452,b,Kepler-452 b,Transit,1,1,384.843,1.046,206.8227396,89.806,33.24466649,0.145,283.0251121,0,1,0,296.003688,44.277561,560.62,13.426,Kepler-band,5757,1.04,1.11,23-07-2015,Kepler,4.32
2983,Kepler-453,b,Kepler-453 b,Transit,0,1,240.503,0.7903,0.0359,89.443,0.05034,0.553,177.6061926,0,1,0,283.241297,46.378471,448.58,13.552,Kepler-band,5527,0.94,0.83,15-03-2018,Kepler,4.57
2984,Kepler-454,b,Kepler-454 b,Transit,0,2,10.57,242.7922831,0,87.09,0.02,0.21,7.733671448,0,1,0,287.478529,38.228866,232.41,11.57,V (Johnson),5701,0.85,1.05,06-12-2018,Kepler,4.37
2985,Kepler-454,c,Kepler-454 c,Radial Velocity,0,2,523.9,286.5177556,0.0214,93.59296441,4.46,148.2035699,257.9651677,0,1,0,287.478529,38.228866,232.41,11.57,V (Johnson),5701,0.85,1.05,03-12-2015,Multiple Facilities,4.37
2986,KIC 9663113,c,Kepler-458 c,Transit,0,2,20.74028413,281.1588461,220.1147735,237.3472611,263.6005961,0.375,231.3753001,0,1,0,297.045421,46.328701,1670.88,13.955,Kepler-band,6065,0.98,1.03,10-05-2016,Kepler,4.42
2987,Kepler-46,b,Kepler-46 b,Transit,0,3,33.60134,0.1968,0.01,89.038,6,0.808,14,1,1,0,289.268744,42.604176,794.54,15.262,Kepler-band,5309,4.490261471,0.79,14-05-2014,Kepler,4.58
2988,Kepler-46,c,Kepler-46 c,Transit Timing Variations,0,3,57.011,0.2799,0.0146,87.4,0.376,232.780192,10.87315332,1,1,0,289.268744,42.604176,794.54,15.262,Kepler-band,5309,206.2083062,0.79,14-05-2014,Kepler,4.58
2989,Kepler-46,d,Kepler-46 d,Transit,0,3,6.766589,0.067,256.0443645,68.51881342,194.9537843,0.146,126.2619673,1,1,0,289.268744,42.604176,794.54,15.262,Kepler-band,5309,260.653008,0.79,14-05-2014,Kepler,4.58
2990,KIC 5437945,c,Kepler-460 c,Transit,0,2,220.1303357,43.18312336,266.471633,31.88993682,107.253041,0.492,247.2100825,0,1,0,288.474857,40.651357,1322.48,13.771,Kepler-band,6340,1.07,1.24,10-05-2016,Kepler,4.16
2991,Kepler-461,b,Kepler-461 b,Transit,0,1,8.31378306,222.6259289,52.01587824,319.5680892,254.7375592,0.23,308.0019587,0,1,0,292.249069,46.164867,468,13.704,Kepler-band,5634,0.98,0.91,10-05-2016,Kepler,4.51
2992,Kepler-462,b,Kepler-462 b,Transit,0,1,84.6879808,53.20151571,82.23153521,154.954938,27.23997665,0.336,36.57362618,0,1,0,299.821155,43.814274,733,11.642,Kepler-band,7070,1.59,2.04,10-05-2016,Kepler,4.02
2993,Kepler-463,b,Kepler-463 b,Transit,0,1,8.98101683,45.81080047,62.9184684,95.54688801,248.6252803,0.272,69.89508556,0,1,0,298.937046,44.85791,336,12.87,Kepler-band,5661,0.87,0.9,10-05-2016,Kepler,4.47
2994,Kepler-464,b,Kepler-464 b,Transit,0,1,7.25696522,188.5385622,175.7687289,237.9055337,197.6815608,0.294,83.78248732,0,1,0,294.835173,48.982361,653,12.702,Kepler-band,5933,1.21,1.59,10-05-2016,Kepler,4.11
2995,Kepler-465,b,Kepler-465 b,Transit,0,1,9.94067247,323.2826556,261.4711017,132.7328625,229.2111578,0.263,133.6472071,0,1,0,284.55572,46.063828,587,12.663,Kepler-band,6310,1.23,1.29,10-05-2016,Kepler,4.31
2996,Kepler-466,b,Kepler-466 b,Transit,0,2,51.07926307,276.4464623,310.8727081,93.53711268,173.6564666,0.254,10.63023602,0,1,0,295.648711,48.495564,436,12.772,Kepler-band,5927,1.04,1.05,10-05-2016,Kepler,4.42
2997,Kepler-466,c,Kepler-466 c,Transit,0,2,3.70921385,111.8143982,102.5922693,190.2948574,89.8275854,0.112,203.4829174,0,1,0,295.648711,48.495564,436,12.772,Kepler-band,5927,1.04,1.05,10-05-2016,Kepler,4.42
2998,Kepler-467,b,Kepler-467 b,Transit,0,1,24.99324193,262.5987988,143.1169534,113.124213,154.8186923,0.201,137.8943338,0,1,0,287.362816,38.649619,458,12.377,Kepler-band,5809,1.05,1.37,10-05-2016,Kepler,4.18
2999,Kepler-468,b,Kepler-468 b,Transit,0,1,38.47875707,11.99639496,50.3949959,64.32666691,311.1220677,1.19,228.7530681,0,1,0,288.90224,49.370487,474,13.779,Kepler-band,5498,0.96,0.87,10-05-2016,Kepler,4.54
3000,Kepler-47,b,Kepler-47 b,Transit,0,3,49.4643,0.2877,0.021,89.752,0.00651,0.272,0.4,1,1,0,295.297916,46.920467,1055.33,15.178,Kepler-band,259.8716181,0.96,0.94,25-04-2019,Kepler,4.49
3001,Kepler-47,c,Kepler-47 c,Transit,0,3,303.227,0.9638,0.044,90.192,0.00997,0.415,0.17,1,1,0,295.297916,46.920467,1055.33,15.178,Kepler-band,118.7762868,0.96,0.94,25-04-2019,Kepler,4.49
3002,Kepler-47,d,Kepler-47 d,Transit,0,3,187.366,0.6992,0.024,90.395,0.05984,0.628,0.3,1,1,0,295.297916,46.920467,1055.33,15.178,Kepler-band,107.5108415,0.96,0.94,25-04-2019,Kepler,4.49
3003,Kepler-470,b,Kepler-470 b,Transit,0,1,24.66919569,186.654293,240.4077286,150.0580224,50.39073625,1.288,21.03005662,0,1,0,297.00944,50.372314,989,13.224,Kepler-band,6613,1.4,1.66,10-05-2016,Kepler,4.14
3004,Kepler-471,b,Kepler-471 b,Transit,0,1,5.01423457,222.0531911,8.890058648,27.76551521,34.48584659,1.335,319.9164198,0,1,0,299.09754,43.497593,1373,13.797,Kepler-band,6733,1.49,1.8,10-05-2016,Kepler,4.1
3005,Kepler-472,b,Kepler-472 b,Transit,0,1,4.17625551,281.6049997,231.9113007,93.46907286,76.64720099,0.287,299.0509875,0,1,0,296.524306,39.249776,302,13.698,Kepler-band,4996,0.85,0.78,10-05-2016,Kepler,4.59
3006,Kepler-473,b,Kepler-473 b,Transit,0,1,14.55731705,264.4144483,318.3615685,222.4160207,133.881587,0.364,213.4493307,0,1,0,286.630094,38.945605,641,13.397,Kepler-band,5816,1.06,1.34,10-05-2016,Kepler,4.21
3007,Kepler-474,b,Kepler-474 b,Transit,0,1,5.66067294,45.36229228,178.4968436,43.84632509,161.9033628,0.273,143.9013895,0,1,0,292.321516,43.881168,568,13.494,Kepler-band,5785,0.99,1.08,10-05-2016,Kepler,4.36
3008,Kepler-475,b,Kepler-475 b,Transit,0,1,3.10550819,136.7091847,64.12476915,222.1902602,107.5753677,0.222,9.599040283,0,1,0,287.051707,40.211542,280,13.341,Kepler-band,5009,0.86,0.79,10-05-2016,Kepler,4.58
3009,Kepler-476,b,Kepler-476 b,Transit,0,1,14.00640607,300.5326011,36.10074361,93.66922339,257.5707742,0.275,108.5289033,0,1,0,295.163817,43.963047,687,13.837,Kepler-band,5837,1.03,1.09,10-05-2016,Kepler,4.38
3010,Kepler-477,b,Kepler-477 b,Transit,0,1,11.11990653,32.04816405,21.26539331,302.2535854,184.8570001,0.185,209.9524073,0,1,0,288.067594,42.355367,367,13.536,Kepler-band,5240,0.87,0.79,10-05-2016,Kepler,4.58
3011,Kepler-478,b,Kepler-478 b,Transit,0,1,13.2217576,68.48446075,294.8826023,146.0544287,163.0291908,0.242,229.6322359,0,1,0,292.486944,46.196213,420,13.938,Kepler-band,5210,0.85,0.8,10-05-2016,Kepler,4.56
3012,Kepler-479,b,Kepler-479 b,Transit,0,1,12.49341307,61.64996774,128.6321192,298.7644899,93.55508439,0.189,86.81891379,0,1,0,291.021852,37.769803,371,13.575,Kepler-band,5247,0.86,0.81,10-05-2016,Kepler,4.56
3013,Kepler-48,b,Kepler-48 b,Transit,0,4,4.778,68.07706573,47.24492107,127.0408515,0.0124,0.168,3.23,1,1,0,299.139212,40.94902,309.47,13.04,Kepler-band,5194,0.88,0.89,27-10-2016,Kepler,4.49
3014,Kepler-48,c,Kepler-48 c,Transit,0,4,9.67395,305.8570629,301.4387669,303.0914733,0.04597,0.242,4.01,1,1,0,299.139212,40.94902,309.47,13.04,Kepler-band,5194,0.88,0.89,27-10-2016,Kepler,4.49
3015,Kepler-48,d,Kepler-48 d,Transit,0,4,42.8961,81.3187634,272.6651282,54.15201187,0.025,0.182,5.08,0,1,0,299.139212,40.94902,309.47,13.04,Kepler-band,5194,0.88,0.89,14-05-2014,Kepler,4.49
3016,Kepler-48,e,Kepler-48 e,Radial Velocity,0,4,982,288.4993874,29.76499348,210.579746,2.067,204.0851876,11.32750831,0,1,0,299.139212,40.94902,309.47,13.04,Kepler-band,5194,0.88,0.89,14-05-2014,W. M. Keck Observatory,4.49
3017,Kepler-480,b,Kepler-480 b,Transit,0,1,4.9195838,30.33835936,178.0070062,35.05752535,122.7391021,0.248,159.2877396,0,1,0,294.4639,49.765047,806,13.273,Kepler-band,6322,1.25,1.34,10-05-2016,Kepler,4.28
3018,Kepler-481,b,Kepler-481 b,Transit,0,1,10.06082567,80.74267371,106.2612051,307.8472272,224.2589045,0.223,138.3661916,0,1,0,291.907032,49.262054,713,13.844,Kepler-band,5802,1.01,1.09,10-05-2016,Kepler,4.36
3019,Kepler-482,b,Kepler-482 b,Transit,0,1,56.35418576,247.8873418,41.2220472,284.6067561,155.8147323,0.211,9.304805922,0,1,0,296.822898,48.107555,290,13.779,Kepler-band,4871,0.75,0.72,10-05-2016,Kepler,4.6
3020,Kepler-483,b,Kepler-483 b,Transit,0,1,30.229104,142.4606645,143.5109527,204.5346406,123.1242864,0.286,145.8945944,0,1,0,291.646758,41.884663,953,13.432,Kepler-band,6346,1.28,1.47,10-05-2016,Kepler,4.21
3021,Kepler-484,b,Kepler-484 b,Transit,0,1,10.04556931,277.0994564,199.5139477,162.2516624,285.514112,0.203,280.188371,0,1,0,284.394304,46.249081,377,13.024,Kepler-band,5668,0.96,0.87,10-05-2016,Kepler,4.54
3022,Kepler-485,b,Kepler-485 b,Transit,0,1,3.2432598,225.5567964,48.66243795,193.226752,68.60925261,1.286,44.92263211,0,1,0,294.996313,50.470066,1173,14.952,Kepler-band,5958,1.07,1.09,10-05-2016,Kepler,4.39
3023,Kepler-486,b,Kepler-486 b,Transit,0,1,30.36044667,75.45849421,216.282647,37.86143114,196.4272443,0.981,212.44485,0,1,0,284.879964,49.266994,428,14.388,Kepler-band,4926,0.79,0.75,10-05-2016,Kepler,4.6
3024,Kepler-487,b,Kepler-487 b,Transit,0,2,15.3587684,221.1916526,42.10332006,270.621122,251.0540336,1.019,184.8210809,0,1,0,295.287222,41.22197,835,14.991,Kepler-band,5444,0.91,0.88,10-05-2016,Kepler,4.51
3025,Kepler-487,c,Kepler-487 c,Transit,0,2,38.6519976,142.4684987,212.8588529,212.2475858,195.1894601,0.239,121.163205,0,1,0,295.287222,41.22197,835,14.991,Kepler-band,5444,0.91,0.88,10-05-2016,Kepler,4.51
3026,Kepler-488,b,Kepler-488 b,Transit,0,1,3.12082923,159.5066607,280.1407312,248.287464,41.20413533,1.409,149.3756372,0,1,0,282.966173,48.34507,1157,14.804,Kepler-band,5970,1.07,1.09,10-05-2016,Kepler,4.39
3027,Kepler-489,b,Kepler-489 b,Transit,0,1,17.27629612,204.1580912,26.53026466,141.7296314,303.9834682,0.689,330.8217351,0,1,0,290.833158,38.184334,379,14.018,Kepler-band,5014,0.82,0.76,10-05-2016,Kepler,4.59
3028,Kepler-49,b,Kepler-49 b,Transit,0,4,7.2037945,280.7331762,160.4728433,214.1764032,0.98,0.243,84.93589535,1,1,0,292.294579,40.591801,314.02,15.264,Kepler-band,4252,97.04511706,0.56,14-05-2014,Kepler,4.73
3029,Kepler-49,c,Kepler-49 c,Transit,0,4,10.9129343,145.5535788,273.5646534,209.97643,0.72,0.227,158.6290027,1,1,0,292.294579,40.591801,314.02,15.264,Kepler-band,4252,306.4372364,0.56,14-05-2014,Kepler,4.73
3030,Kepler-49,d,Kepler-49 d,Transit,0,4,2.576549,0.031,179.2892509,234.0146777,80.2968912,0.143,6.830676153,1,1,0,292.294579,40.591801,314.02,15.264,Kepler-band,4252,249.8007888,0.56,14-05-2014,Kepler,4.73
3031,Kepler-49,e,Kepler-49 e,Transit,0,4,18.596108,0.116,232.9467251,256.5915969,268.46328,0.139,31.3123445,1,1,0,292.294579,40.591801,314.02,15.264,Kepler-band,4252,147.8951566,0.56,14-05-2014,Kepler,4.73
3032,Kepler-490,b,Kepler-490 b,Transit,0,1,3.26869515,52.74204505,220.1665672,157.7178629,324.5794527,1.039,74.11486781,0,1,0,295.025677,46.956005,1249,14.879,Kepler-band,6045,1.08,1.12,10-05-2016,Kepler,4.37
3033,Kepler-491,b,Kepler-491 b,Transit,0,1,4.22538451,294.2285307,34.81546178,123.5466885,177.2665033,0.796,279.4126186,0,1,0,287.130575,42.350155,657,14.014,Kepler-band,5582,1.04,1.03,10-05-2016,Kepler,4.42
3034,Kepler-492,b,Kepler-492 b,Transit,0,1,11.72012266,144.2077232,212.8991538,84.15640903,289.3026097,0.856,106.1011297,0,1,0,295.496656,42.537888,642,14.518,Kepler-band,5527,0.94,0.91,10-05-2016,Kepler,4.5
3035,Kepler-493,b,Kepler-493 b,Transit,0,1,3.00387658,209.2295213,103.0646959,134.351497,210.6813061,1.35,99.04776038,0,1,0,295.30754,38.881639,1942,14.996,Kepler-band,6457,1.36,1.54,10-05-2016,Kepler,4.19
3036,Kepler-494,b,Kepler-494 b,Transit,0,1,8.02511821,134.7287801,80.53200293,19.29660189,218.5485708,0.637,297.9787807,0,1,0,297.214089,41.664039,862,14.153,Kepler-band,6007,1.1,1.26,10-05-2016,Kepler,4.28
3037,Kepler-495,b,Kepler-495 b,Transit,0,1,3.41303622,146.1193267,7.099166284,105.7482716,329.9229691,0.467,55.67827929,0,1,0,285.930707,39.098134,630,14.622,Kepler-band,5346,0.86,0.83,10-05-2016,Kepler,4.55
3038,Kepler-496,b,Kepler-496 b,Transit,0,1,8.30864937,321.9981993,82.35650783,173.9842199,276.1569835,0.207,160.5797965,0,1,0,291.640896,41.241049,655,14.817,Kepler-band,5293,0.86,0.82,10-05-2016,Kepler,4.55
3039,Kepler-497,b,Kepler-497 b,Transit,0,1,3.57320367,305.5765204,168.5672462,281.9962198,246.2523774,0.539,193.9625923,0,1,0,290.765882,38.927952,1070,14.72,Kepler-band,5834,1.09,1.11,10-05-2016,Kepler,4.39
3040,Kepler-498,b,Kepler-498 b,Transit,0,1,9.61375356,302.1565743,142.4794958,298.9889453,101.7888442,0.27,220.1729689,0,1,0,290.358128,44.518753,746,14.283,Kepler-band,5744,0.98,0.96,10-05-2016,Kepler,4.47
3041,Kepler-499,b,Kepler-499 b,Transit,0,1,5.63252845,52.55137869,211.5577377,27.46617295,171.2724431,0.194,180.6360588,0,1,0,295.109945,43.915207,523,14.353,Kepler-band,5312,0.87,0.83,10-05-2016,Kepler,4.55
3042,Kepler-5,b,Kepler-5 b,Transit,0,1,3.5484657,0.0538,71.55558743,89.14,2.111,1.426,0.4,0,1,0,299.407009,44.035046,923.41,13.369,Kepler-band,6297,1.37,1.79,15-10-2015,Kepler,3.96
3043,Kepler-50,b,Kepler-50 b,Transit,0,2,7.81254,0.077,183.0355199,325.1143433,55.70997815,0.153,157.4627568,1,1,0,288.100873,50.033718,251.91,10.421,Kepler-band,6225,1.24,1.58,14-05-2014,Kepler,4.13
3044,Kepler-50,c,Kepler-50 c,Transit,0,2,9.37647,0.087,289.7200587,156.9232258,316.0469143,0.194,254.1617749,1,1,0,288.100873,50.033718,251.91,10.421,Kepler-band,6225,1.24,1.58,14-05-2014,Kepler,4.13
3045,Kepler-500,b,Kepler-500 b,Transit,0,1,8.5083244,300.2504706,185.1514852,142.4322786,243.8326355,0.23,322.4846257,0,1,0,295.951366,43.852051,747,14.176,Kepler-band,5813,1.02,1.03,10-05-2016,Kepler,4.42
3046,Kepler-501,b,Kepler-501 b,Transit,0,1,5.64067757,309.1133215,166.339351,54.03881379,104.4207166,0.384,133.4030292,0,1,0,297.201554,41.730206,1044,14.762,Kepler-band,5904,1.03,1.04,10-05-2016,Kepler,4.42
3047,Kepler-502,b,Kepler-502 b,Transit,0,1,4.28686431,218.5168822,54.62975079,312.1066037,188.8192787,0.426,222.9986121,0,1,0,291.08013,43.860203,1433,14.982,Kepler-band,6125,1.15,1.22,10-05-2016,Kepler,4.33
3048,Kepler-504,b,Kepler-504 b,Transit,0,1,9.54927542,292.2417112,66.40539147,17.26193854,287.4024499,0.142,265.0168763,0,1,0,284.921843,45.972398,75,14.486,Kepler-band,3519,0.33,0.33,10-05-2016,Kepler,4.94
3049,Kepler-505,b,Kepler-505 b,Transit,0,1,27.52197994,328.491798,238.7709876,172.5759917,302.878946,0.232,296.8566529,0,1,0,287.858119,42.542629,222,15.108,Kepler-band,3931,0.55,0.53,10-05-2016,Kepler,4.73
3050,Kepler-506,b,Kepler-506 b,Transit,0,1,6.8834055,308.0118102,51.24899693,35.59218394,107.9201881,0.244,83.82752021,0,1,0,284.635187,40.719832,231,10.868,Kepler-band,6236,1.19,1.19,10-05-2016,Kepler,4.36
3051,Kepler-507,b,Kepler-507 b,Transit,0,1,3.56809693,19.10112918,235.4625229,5.280295222,295.4201735,0.116,181.2995888,0,1,0,297.018834,50.408981,410,11.994,Kepler-band,6113,1.16,1.32,10-05-2016,Kepler,4.26
3052,Kepler-508,b,Kepler-508 b,Transit,0,1,25.30889748,20.92921918,314.5271612,169.9991426,132.1657303,0.146,216.6077056,0,1,0,295.40435,42.981423,325,11.472,Kepler-band,6025,1.16,1.25,10-05-2016,Kepler,4.3
